Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1313148,2014-06-12 16:16:14,2014-06-02 14:20:25,84242373,8424237300,84242373,100,5576,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313148/SRR1313148.sralite.1,SRX559799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624342,SAMN02821112,simple,9606,Homo sapiens,GSM1401734,,,,,,,no,,,,,GEO,SRA168404,,public,00F3AEB8BA44C962BEBF82CC8D73A437,19E9BA45010B9886202DD9F91743112B
SRR1313149,2014-06-12 16:16:14,2014-06-02 14:08:45,68649552,6864955200,68649552,100,4457,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313149/SRR1313149.sralite.1,SRX559800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624345,SAMN02821121,simple,9606,Homo sapiens,GSM1401735,,,,,,,no,,,,,GEO,SRA168404,,public,B8504A5B978EA7E6AD82AEF962F94022,55758A5FFC6B18CDA8C4F518E7238D74
SRR1313140,2014-06-12 16:16:14,2014-06-02 14:11:10,84444477,8444447700,84444477,100,5879,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313140/SRR1313140.sralite.1,SRX559791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624334,SAMN02821117,simple,9606,Homo sapiens,GSM1401726,,,,,,,no,,,,,GEO,SRA168404,,public,C4C847C0332824F7AA6D8D71F3C80139,839221C68BCA864519B7627C5E046343
SRR1313141,2014-06-12 16:16:14,2014-06-02 14:15:30,90135225,9013522500,90135225,100,6155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313141/SRR1313141.sralite.1,SRX559792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624335,SAMN02821110,simple,9606,Homo sapiens,GSM1401727,,,,,,,no,,,,,GEO,SRA168404,,public,AE4140350F418375C3EC70F9A3E536F7,8A7A25713618D72A44957C35479C06A7
SRR1313142,2014-06-12 16:16:14,2014-06-02 14:09:36,89132245,8913224500,89132245,100,6130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313142/SRR1313142.sralite.1,SRX559793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624338,SAMN02821101,simple,9606,Homo sapiens,GSM1401728,,,,,,,no,,,,,GEO,SRA168404,,public,D41036C5C2297092A714B90C3E5E3862,5C5B8861CE026A3790400FB14FCF7D85
SRR1313143,2014-06-12 16:16:14,2014-06-02 14:13:12,94843173,9484317300,94843173,100,6405,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313143/SRR1313143.sralite.1,SRX559794,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624337,SAMN02821118,simple,9606,Homo sapiens,GSM1401729,,,,,,,no,,,,,GEO,SRA168404,,public,C3A46A7E0F84B7A38F3CA851B57C6F00,A0E12B2C740B284F87FA03C3EEA6E5AF
SRR1313144,2014-06-12 16:16:14,2014-06-02 14:11:31,85512430,8551243000,85512430,100,5808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313144/SRR1313144.sralite.1,SRX559795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624339,SAMN02821111,simple,9606,Homo sapiens,GSM1401730,,,,,,,no,,,,,GEO,SRA168404,,public,EF28F6A101BA20D0CA85A024D13FB158,E52EF4D6409E4522937A6EAC9D1DC136
SRR1313135,2014-06-12 16:16:14,2014-06-02 14:13:22,107108392,10710839200,107108392,100,7220,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313135/SRR1313135.sralite.1,SRX559786,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624330,SAMN02821107,simple,9606,Homo sapiens,GSM1401721,,,,,,,no,,,,,GEO,SRA168404,,public,967EAE99EAA82234049CD4DFDF29C018,930E313FF19319043AA3BDB699A2CC63
SRR1313136,2014-06-12 16:16:14,2014-06-02 13:58:40,52025029,5202502900,52025029,100,3547,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313136/SRR1313136.sralite.1,SRX559787,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624331,SAMN02821097,simple,9606,Homo sapiens,GSM1401722,,,,,,,no,,,,,GEO,SRA168404,,public,96B0AF999801D5EFE54912DDB07A4DF4,D96CCD71F7D6F3BA654E2237A1062E36
SRR1313137,2014-06-12 16:16:14,2014-06-02 14:07:42,81397258,8139725800,81397258,100,5558,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313137/SRR1313137.sralite.1,SRX559788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624332,SAMN02821115,simple,9606,Homo sapiens,GSM1401723,,,,,,,no,,,,,GEO,SRA168404,,public,A660994CF20F78718F413BC577DC4382,35C8C09C506FEE2A94BAB6B732D0A9C8
SRR1313138,2014-06-12 16:16:14,2014-06-02 14:07:18,76376053,7637605300,76376053,100,5218,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313138/SRR1313138.sralite.1,SRX559789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624333,SAMN02821108,simple,9606,Homo sapiens,GSM1401724,,,,,,,no,,,,,GEO,SRA168404,,public,33EA27E6DBF39B5FCDA209DF81673120,B4BDADDECFEB94C522F6EAD547ADDEFF
SRR1313139,2014-06-12 16:16:14,2014-06-02 14:11:45,74434889,7443488900,74434889,100,5188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313139/SRR1313139.sralite.1,SRX559790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624336,SAMN02821098,simple,9606,Homo sapiens,GSM1401725,,,,,,,no,,,,,GEO,SRA168404,,public,6FEC4DD3EE2A9666B31DF9E997E524CA,DA0C0DAC96F275640A5DC94ACEE53CA3
SRR1313130,2014-06-12 16:16:14,2014-06-02 13:41:06,88509866,8850986600,88509866,100,5696,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313130/SRR1313130.sralite.1,SRX559781,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624324,SAMN02821095,simple,9606,Homo sapiens,GSM1401716,,,,,,,no,,,,,GEO,SRA168404,,public,A1A305D103BF70DF83468ADDDB1B54BD,C568412764A458123FA7983C947F9BF2
SRR1313131,2014-06-12 16:16:14,2014-06-02 13:43:03,78822143,7882214300,78822143,100,5402,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313131/SRR1313131.sralite.1,SRX559782,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624328,SAMN02821109,simple,9606,Homo sapiens,GSM1401717,,,,,,,no,,,,,GEO,SRA168404,,public,373803C72CC17922E07DDFF19021DF9C,4E79552D18CC5C4C5F5FB45012864362
SRR1313132,2014-06-12 16:16:14,2014-06-02 13:38:47,74026808,7402680800,74026808,100,4919,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313132/SRR1313132.sralite.1,SRX559783,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624325,SAMN02821105,simple,9606,Homo sapiens,GSM1401718,,,,,,,no,,,,,GEO,SRA168404,,public,416BCA599EC3C32E10F5B29E1C31645D,07B68A402F2CABB8C58C937CC2ADFC4E
SRR1313133,2014-06-12 16:16:14,2014-06-02 13:48:18,66428030,6642803000,66428030,100,4417,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313133/SRR1313133.sralite.1,SRX559784,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624327,SAMN02821096,simple,9606,Homo sapiens,GSM1401719,,,,,,,no,,,,,GEO,SRA168404,,public,0D8A4AA4B0D7A676EF57318F5249382E,0194B184904744E1D7B04B10D5BD52E7
SRR1313134,2014-06-12 16:16:14,2014-06-02 13:41:02,63007173,6300717300,63007173,100,4188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313134/SRR1313134.sralite.1,SRX559785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624329,SAMN02821113,simple,9606,Homo sapiens,GSM1401720,,,,,,,no,,,,,GEO,SRA168404,,public,6143FD969E78B0CE00620DD6726D5949,DC474434C5FC92EBC527B953FA9503FC
SRR1313125,2014-06-12 16:16:14,2014-06-02 13:25:14,55830719,5583071900,55830719,100,3567,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313125/SRR1313125.sralite.1,SRX559776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624319,SAMN02821099,simple,9606,Homo sapiens,GSM1401711,,,,,,,no,,,,,GEO,SRA168404,,public,C414CF9114E08B1389E68C101E4ED3A1,CB85D8A01D18754AEE4C10C89E5D8227
SRR1313126,2014-06-12 16:16:14,2014-06-02 13:35:40,55759480,5575948000,55759480,100,3582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313126/SRR1313126.sralite.1,SRX559777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624323,SAMN02821103,simple,9606,Homo sapiens,GSM1401712,,,,,,,no,,,,,GEO,SRA168404,,public,3F185E8E366907DED2C1ABF1D548224D,726E755B34F81B5D5A3C214EA54C4BA5
SRR1313127,2014-06-12 16:16:14,2014-06-02 13:38:28,63794541,6379454100,63794541,100,4087,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313127/SRR1313127.sralite.1,SRX559778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624320,SAMN02821094,simple,9606,Homo sapiens,GSM1401713,,,,,,,no,,,,,GEO,SRA168404,,public,D1366B01DC2C766BF18860F4A843B474,3E281E348B40CA14E3E40001458C1172
SRR1313128,2014-06-12 16:16:14,2014-06-02 13:29:28,62620988,6262098800,62620988,100,3959,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313128/SRR1313128.sralite.1,SRX559779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624322,SAMN02821100,simple,9606,Homo sapiens,GSM1401714,,,,,,,no,,,,,GEO,SRA168404,,public,2221C1623C90986F4E9D6D8ABA40372A,C855FAB72A81544A29ED9098CD60BB96
SRR1313129,2014-06-12 16:16:14,2014-06-02 13:28:27,50742277,5074227700,50742277,100,3222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313129/SRR1313129.sralite.1,SRX559780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624326,SAMN02821104,simple,9606,Homo sapiens,GSM1401715,,,,,,,no,,,,,GEO,SRA168404,,public,FFA7E51EFE2A419B8711A8F75B633C31,C9755B4B74D4C1BC51C8E80657132F47
SRR1313120,2014-06-12 16:16:14,2014-06-02 13:24:37,70393294,7039329400,70393294,100,4685,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313120/SRR1313120.sralite.1,SRX559771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624314,SAMN02821091,simple,9606,Homo sapiens,GSM1401706,,,,,,,no,,,,,GEO,SRA168404,,public,9855DF010371D223E0DB4CD100DB2154,CC5FE16A7824244E338BA451752BA381
SRR1313121,2014-06-12 16:16:14,2014-06-02 13:25:33,62350776,6235077600,62350776,100,4158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313121/SRR1313121.sralite.1,SRX559772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624318,SAMN02821102,simple,9606,Homo sapiens,GSM1401707,,,,,,,no,,,,,GEO,SRA168404,,public,7AADD57F644F569AFC8A862DF89A06F6,77319A46742DDFDA0AC75E25E9C18750
SRR1313122,2014-06-12 16:16:14,2014-06-02 13:22:38,50253467,5025346700,50253467,100,3197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313122/SRR1313122.sralite.1,SRX559773,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624316,SAMN02821148,simple,9606,Homo sapiens,GSM1401708,,,,,,,no,,,,,GEO,SRA168404,,public,1BE1ADDE2AA75AEF3F7E09072BBCE404,75423BD11796028E496F734835EF4E2E
SRR1313123,2014-06-12 16:16:14,2014-06-02 13:26:42,57122404,5712240400,57122404,100,3599,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313123/SRR1313123.sralite.1,SRX559774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624321,SAMN02821147,simple,9606,Homo sapiens,GSM1401709,,,,,,,no,,,,,GEO,SRA168404,,public,CF35D55BCE8E2F46A5B9CFBFFC320761,D5C01FAAC34A72C52C287D4ABC1C73D0
SRR1313124,2014-06-12 16:16:14,2014-06-02 13:26:02,55568976,5556897600,55568976,100,3568,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313124/SRR1313124.sralite.1,SRX559775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624317,SAMN02821093,simple,9606,Homo sapiens,GSM1401710,,,,,,,no,,,,,GEO,SRA168404,,public,88C08D07F705BA95713D37DBE9C21EFE,03CD2363D6B52B54404F1F0477CE1CC6
SRR1313115,2014-06-12 16:16:14,2014-06-02 13:18:19,68486496,6848649600,68486496,100,4588,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313115/SRR1313115.sralite.1,SRX559766,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624309,SAMN02821142,simple,9606,Homo sapiens,GSM1401701,,,,,,,no,,,,,GEO,SRA168404,,public,DD65BA472DC6E90A6EB03D64C58913E6,6562FD8E02FA9060213526B7DA3CD7FB
SRR1313116,2014-06-12 16:16:14,2014-06-02 13:18:20,64803681,6480368100,64803681,100,4332,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313116/SRR1313116.sralite.1,SRX559767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624313,SAMN02821146,simple,9606,Homo sapiens,GSM1401702,,,,,,,no,,,,,GEO,SRA168404,,public,CF6BA57075FB0ED9172FDFC67EAD550F,24218D67A5F9AF5407EACAF9FC153B6C
SRR1313117,2014-06-12 16:16:14,2014-06-02 13:19:45,58438278,5843827800,58438278,100,3875,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313117/SRR1313117.sralite.1,SRX559768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624311,SAMN02821149,simple,9606,Homo sapiens,GSM1401703,,,,,,,no,,,,,GEO,SRA168404,,public,59BA94907F11026756A102703EAA59B0,EB845CE28437B12F815550F81460BB40
SRR1313118,2014-06-12 16:16:14,2014-06-02 13:35:56,73052086,7305208600,73052086,100,4874,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313118/SRR1313118.sralite.1,SRX559769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624312,SAMN02821089,simple,9606,Homo sapiens,GSM1401704,,,,,,,no,,,,,GEO,SRA168404,,public,0344DE89630758863E8A2EB1FCC6783E,45EB3AE419766D648247236C440484BA
SRR1313119,2014-06-12 16:16:14,2014-06-02 13:18:48,49934090,4993409000,49934090,100,3326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313119/SRR1313119.sralite.1,SRX559770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624315,SAMN02821092,simple,9606,Homo sapiens,GSM1401705,,,,,,,no,,,,,GEO,SRA168404,,public,56460F037B0D2FBD99501CD3500B72E8,D795F3B3C90B765527F8E2166664DA3A
SRR1313110,2014-06-12 16:16:14,2014-06-02 13:16:09,68195611,6819561100,68195611,100,4543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313110/SRR1313110.sralite.1,SRX559761,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624306,SAMN02821143,simple,9606,Homo sapiens,GSM1401696,,,,,,,no,,,,,GEO,SRA168404,,public,F2D1974D62A5E6F2F3849F54F9457A89,9D6A61336DD64F294BB1D424CEFC3B74
SRR1313111,2014-06-12 16:16:14,2014-06-02 13:11:18,51196435,5119643500,51196435,100,3311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313111/SRR1313111.sralite.1,SRX559762,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624305,SAMN02821141,simple,9606,Homo sapiens,GSM1401697,,,,,,,no,,,,,GEO,SRA168404,,public,B6C45A861E142559D320A2BE669D5509,184B52A41EB2F9B0C12F1DAC9977F309
SRR1313112,2014-06-12 16:16:14,2014-06-02 13:13:04,54794196,5479419600,54794196,100,3559,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313112/SRR1313112.sralite.1,SRX559763,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624307,SAMN02821140,simple,9606,Homo sapiens,GSM1401698,,,,,,,no,,,,,GEO,SRA168404,,public,618CC90D85FB5FA8353A84BC18971AC7,681DF5F295391C50D794681DC0D98036
SRR1313113,2014-06-12 16:16:14,2014-06-02 13:17:38,70863611,7086361100,70863611,100,4705,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313113/SRR1313113.sralite.1,SRX559764,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624308,SAMN02821145,simple,9606,Homo sapiens,GSM1401699,,,,,,,no,,,,,GEO,SRA168404,,public,67E533B77B55DD49867EB2D0D93B1CFF,8C742F995A303272F42E9AE8ED3D5293
SRR1313114,2014-06-12 16:16:14,2014-06-02 13:17:36,70252436,7025243600,70252436,100,4792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313114/SRR1313114.sralite.1,SRX559765,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624310,SAMN02821144,simple,9606,Homo sapiens,GSM1401700,,,,,,,no,,,,,GEO,SRA168404,,public,EA23218A1617876F4075EB25F22DD227,2F2C542EBD518CE748A97B208A6A8852
SRR1313105,2014-06-12 16:16:14,2014-06-02 13:02:40,63875262,6387526200,63875262,100,4308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313105/SRR1313105.sralite.1,SRX559756,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624299,SAMN02821136,simple,9606,Homo sapiens,GSM1401691,,,,,,,no,,,,,GEO,SRA168404,,public,7515D170E68FE150278515D5EF429BB3,1A090875D44E9416F61411B0B071B7B0
SRR1313106,2014-06-12 16:16:14,2014-06-02 13:01:26,65425784,6542578400,65425784,100,4416,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313106/SRR1313106.sralite.1,SRX559757,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624302,SAMN02821138,simple,9606,Homo sapiens,GSM1401692,,,,,,,no,,,,,GEO,SRA168404,,public,7F135AB7BAC9B875FD33456E8D0CDC87,487B97AC2C47B1F9648420D69F9A8941
SRR1313107,2014-06-12 16:16:14,2014-06-02 13:10:31,86947568,8694756800,86947568,100,5592,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313107/SRR1313107.sralite.1,SRX559758,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624301,SAMN02821134,simple,9606,Homo sapiens,GSM1401693,,,,,,,no,,,,,GEO,SRA168404,,public,96A8060DF61BDAD06D517BF9847C6E16,5D2EFBFC7C2986709391F4D867D90C96
SRR1313108,2014-06-12 16:16:14,2014-06-02 13:04:42,54712464,5471246400,54712464,100,3638,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313108/SRR1313108.sralite.1,SRX559759,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624304,SAMN02821137,simple,9606,Homo sapiens,GSM1401694,,,,,,,no,,,,,GEO,SRA168404,,public,9C6B4042A5B73CA41ACAF24886C08FBC,4162ACB2C8995908E2A68446E1F47C73
SRR1313109,2014-06-12 16:16:14,2014-06-02 13:14:47,63762671,6376267100,63762671,100,4275,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313109/SRR1313109.sralite.1,SRX559760,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624303,SAMN02821139,simple,9606,Homo sapiens,GSM1401695,,,,,,,no,,,,,GEO,SRA168404,,public,B3C7FBC695E62814CED8648666D9F6F3,5F9E27D68BBF5367EC2B784440FCB228
