Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1313100,2014-06-12 16:16:14,2014-06-02 12:56:06,66181050,6618105000,66181050,100,4094,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313100/SRR1313100.sralite.1,SRX559751,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624298,SAMN02821128,simple,9606,Homo sapiens,GSM1401686,,,,,,,no,,,,,GEO,SRA168404,,public,B3B17F8C317DBD087C70433053B2DA04,E9153DAAD883C0FF256CD928BB3C6536
SRR1313101,2014-06-12 16:16:14,2014-06-02 12:55:13,58942926,5894292600,58942926,100,3762,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313101/SRR1313101.sralite.1,SRX559752,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624295,SAMN02821135,simple,9606,Homo sapiens,GSM1401687,,,,,,,no,,,,,GEO,SRA168404,,public,F89F5B7415C54C79B5E1CBE6F7B82CFF,9786746B95A2DE9F2D3CBBCCE53FBD4D
SRR1313102,2014-06-12 16:16:14,2014-06-02 13:05:13,71437487,7143748700,71437487,100,4825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313102/SRR1313102.sralite.1,SRX559753,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624296,SAMN02821130,simple,9606,Homo sapiens,GSM1401688,,,,,,,no,,,,,GEO,SRA168404,,public,B06E633D731638D7D364564E50CACE0F,E2418CB71F77EDD96932BA6CDCBDF992
SRR1313103,2014-06-12 16:16:14,2014-06-02 13:01:53,71552653,7155265300,71552653,100,4848,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313103/SRR1313103.sralite.1,SRX559754,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624297,SAMN02821131,simple,9606,Homo sapiens,GSM1401689,,,,,,,no,,,,,GEO,SRA168404,,public,F4CA969F18ED794615A6BD69E1E72917,08B5AA836253205048194B9AD0E21E64
SRR1313104,2014-06-12 16:16:14,2014-06-02 12:58:41,54089491,5408949100,54089491,100,3497,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313104/SRR1313104.sralite.1,SRX559755,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624300,SAMN02821133,simple,9606,Homo sapiens,GSM1401690,,,,,,,no,,,,,GEO,SRA168404,,public,9C9F2F849B57681E46E25EBD58C814E9,103B8BCAC7CDFD81C4EE888940E313F3
SRR1313095,2014-06-12 16:16:14,2014-06-02 12:54:24,60509961,6050996100,60509961,100,4018,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313095/SRR1313095.sralite.1,SRX559746,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624289,SAMN02821126,simple,9606,Homo sapiens,GSM1401681,,,,,,,no,,,,,GEO,SRA168404,,public,A4DE4324873F49306D5D047031304546,4E8C14363AC84D09139FD1CAD4426F8B
SRR1313096,2014-06-12 16:16:14,2014-06-02 13:12:18,68140610,6814061000,68140610,100,4477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313096/SRR1313096.sralite.1,SRX559747,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624290,SAMN02821127,simple,9606,Homo sapiens,GSM1401682,,,,,,,no,,,,,GEO,SRA168404,,public,5EEE646901D30457748A6FFE1525191F,13573D973B36AAF68DA32B3929CC49E1
SRR1313097,2014-06-12 16:16:14,2014-06-02 12:55:34,71612889,7161288900,71612889,100,4572,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313097/SRR1313097.sralite.1,SRX559748,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624292,SAMN02821125,simple,9606,Homo sapiens,GSM1401683,,,,,,,no,,,,,GEO,SRA168404,,public,4F581AFC6D24BBFC6C971CB1E0D7EC92,A55D6F1720A8B4A3C697191A14921ACA
SRR1313098,2014-06-12 16:16:14,2014-06-02 12:55:32,53970617,5397061700,53970617,100,3536,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313098/SRR1313098.sralite.1,SRX559749,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624294,SAMN02821132,simple,9606,Homo sapiens,GSM1401684,,,,,,,no,,,,,GEO,SRA168404,,public,5B80B05E45DE19C54A040CAE9F0C02CA,4BCA2975229A094B9381DE827E7E7E8D
SRR1313099,2014-06-12 16:16:14,2014-06-02 12:54:29,63122749,6312274900,63122749,100,4084,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313099/SRR1313099.sralite.1,SRX559750,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624293,SAMN02821129,simple,9606,Homo sapiens,GSM1401685,,,,,,,no,,,,,GEO,SRA168404,,public,1664E8EBFEB2B2FA6ECCDC69B1715AF8,1A47A34DB3111D5DB0C459DE10D0D816
SRR1313090,2014-06-12 16:16:14,2014-06-02 12:37:45,53336273,5333627300,53336273,100,3433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313090/SRR1313090.sralite.1,SRX559741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624286,SAMN02821119,simple,9606,Homo sapiens,GSM1401676,,,,,,,no,,,,,GEO,SRA168404,,public,0F68EF8A6F5D39E85DCDEC02E0C4D9C6,45D9FD70532B20E4D402D8C565030C11
SRR1313091,2014-06-12 16:16:14,2014-06-02 12:39:35,65595965,6559596500,65595965,100,4227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313091/SRR1313091.sralite.1,SRX559742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624287,SAMN02821114,simple,9606,Homo sapiens,GSM1401677,,,,,,,no,,,,,GEO,SRA168404,,public,DE93A32B68160D8832EA14670D61AE6B,0B260839799CB8DC3DE110B641734208
SRR1313092,2014-06-12 16:16:14,2014-06-02 12:42:07,65248351,6524835100,65248351,100,4343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313092/SRR1313092.sralite.1,SRX559743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624285,SAMN02821122,simple,9606,Homo sapiens,GSM1401678,,,,,,,no,,,,,GEO,SRA168404,,public,9578E7ABC5839BFFE8B1F5443A105C57,7712A5E62E16E59EAFDDB89D8289D80C
SRR1313093,2014-06-12 16:16:14,2014-06-02 12:42:06,51654470,5165447000,51654470,100,3344,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313093/SRR1313093.sralite.1,SRX559744,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624288,SAMN02821124,simple,9606,Homo sapiens,GSM1401679,,,,,,,no,,,,,GEO,SRA168404,,public,5C22CA5C07A48A58EAFAB60CD0714FD8,9E2D7E813405CF61AD01EDE2AB3F8705
SRR1313094,2014-06-12 16:16:14,2014-06-02 13:09:04,68145320,6814532000,68145320,100,4427,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313094/SRR1313094.sralite.1,SRX559745,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624291,SAMN02821123,simple,9606,Homo sapiens,GSM1401680,,,,,,,no,,,,,GEO,SRA168404,,public,72D202EACFDAAAEE6F80C7893AE8AA98,E447668BA8826B50930E38F024AD72DD
SRR1313085,2014-06-12 16:16:14,2014-06-02 14:01:13,85980268,8598026800,85980268,100,5546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313085/SRR1313085.sralite.1,SRX559736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624280,SAMN02821006,simple,9606,Homo sapiens,GSM1401671,,,,,,,no,,,,,GEO,SRA168404,,public,F58385FCCA4C93146BB8ADB59F88D0C3,17357FAB11957215E3121A5F08D7949B
SRR1313086,2014-06-12 16:16:14,2014-06-02 14:03:38,88001843,8800184300,88001843,100,5678,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313086/SRR1313086.sralite.1,SRX559737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624281,SAMN02821011,simple,9606,Homo sapiens,GSM1401672,,,,,,,no,,,,,GEO,SRA168404,,public,8EF4A5E439135813725C57AE2723609C,C754FFD0EE690C18C047326A6CC533C9
SRR1313087,2014-06-12 16:16:14,2014-06-02 14:03:19,89273042,8927304200,89273042,100,5788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313087/SRR1313087.sralite.1,SRX559738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624282,SAMN02821001,simple,9606,Homo sapiens,GSM1401673,,,,,,,no,,,,,GEO,SRA168404,,public,5B664D4BB85C1CF214FBC29D23B20DDB,E62CF2706405A2EB9C8988EBBB76EE3D
SRR1313088,2014-06-12 16:16:14,2014-06-02 14:11:35,99143391,9914339100,99143391,100,6373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313088/SRR1313088.sralite.1,SRX559739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624283,SAMN02821007,simple,9606,Homo sapiens,GSM1401674,,,,,,,no,,,,,GEO,SRA168404,,public,911443C069C40950C0530414F4633E86,A2B2588891FC5003FC4F77EDB6DDBA56
SRR1313089,2014-06-12 16:16:14,2014-06-02 15:00:27,98973518,9897351800,98973518,100,6461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313089/SRR1313089.sralite.1,SRX559740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624284,SAMN02821009,simple,9606,Homo sapiens,GSM1401675,,,,,,,no,,,,,GEO,SRA168404,,public,E401D3EA045DBBD7FB7C8106B666F36F,938A8EAFF6765EB692E1E2B5AD6FE6B7
SRR1313080,2014-06-12 16:16:14,2014-06-02 13:58:44,70204993,7020499300,70204993,100,4771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313080/SRR1313080.sralite.1,SRX559731,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624275,SAMN02821017,simple,9606,Homo sapiens,GSM1401666,,,,,,,no,,,,,GEO,SRA168404,,public,E05E727A349D020ED783B3AD15A69DA4,2787B3C35E0A93B3C7D2340B698872D0
SRR1313081,2014-06-12 16:16:14,2014-06-02 14:07:25,103253446,10325344600,103253446,100,6886,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313081/SRR1313081.sralite.1,SRX559732,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624276,SAMN02820997,simple,9606,Homo sapiens,GSM1401667,,,,,,,no,,,,,GEO,SRA168404,,public,34D41E418AA3C9C6B0B0327B7EAF350A,E0D9EFEE2F6D84F72BA02066753F46EA
SRR1313082,2014-06-12 16:16:14,2014-06-02 14:06:44,106629533,10662953300,106629533,100,7419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313082/SRR1313082.sralite.1,SRX559733,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624277,SAMN02821020,simple,9606,Homo sapiens,GSM1401668,,,,,,,no,,,,,GEO,SRA168404,,public,483F5F04E56824AB1DF91F01C28C3FDC,36E9BEC15E3C9A94AF09E1179616C95F
SRR1313083,2014-06-12 16:16:14,2014-06-02 14:12:35,118991091,11899109100,118991091,100,7866,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313083/SRR1313083.sralite.1,SRX559734,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624278,SAMN02821004,simple,9606,Homo sapiens,GSM1401669,,,,,,,no,,,,,GEO,SRA168404,,public,6B2E7CC7CF775F201A6A8A5060D6D4C9,C535066FB40CD268AE57651FF77B9D45
SRR1313084,2014-06-12 16:16:14,2014-06-02 13:55:52,59613594,5961359400,59613594,100,3922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313084/SRR1313084.sralite.1,SRX559735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624279,SAMN02821003,simple,9606,Homo sapiens,GSM1401670,,,,,,,no,,,,,GEO,SRA168404,,public,3BA9C8E00C7DE4B8BDD606B067CDBB9B,3EAEE34AEA08381192463F3CFA0EC747
SRR1313075,2014-06-12 16:16:14,2014-06-02 14:34:25,161802224,16180222400,161802224,100,9399,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313075/SRR1313075.sralite.1,SRX559726,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624270,SAMN02820993,simple,9606,Homo sapiens,GSM1401661,,,,,,,no,,,,,GEO,SRA168404,,public,C7579BF46AA93EA143DFDEB50AED6B55,9AB7F32C268DCB6A63D96F291C494318
SRR1313076,2014-06-12 16:16:14,2014-06-02 14:13:46,108462283,10846228300,108462283,100,6493,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313076/SRR1313076.sralite.1,SRX559727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624271,SAMN02820990,simple,9606,Homo sapiens,GSM1401662,,,,,,,no,,,,,GEO,SRA168404,,public,4E4647D601CA1654F1DEA6A9D14F2564,AAB54ECC1EF8199C2E866012C3F5B72D
SRR1313077,2014-06-12 16:16:14,2014-06-02 14:25:22,138323261,13832326100,138323261,100,8243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313077/SRR1313077.sralite.1,SRX559728,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624272,SAMN02821016,simple,9606,Homo sapiens,GSM1401663,,,,,,,no,,,,,GEO,SRA168404,,public,276526AA267A2CF76FA6EDE0C030CBE4,2F823E24D48F1BB387C75B4CB24C2BF0
SRR1313078,2014-06-12 16:16:14,2014-06-02 14:25:13,150701119,15070111900,150701119,100,8974,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313078/SRR1313078.sralite.1,SRX559729,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624273,SAMN02820995,simple,9606,Homo sapiens,GSM1401664,,,,,,,no,,,,,GEO,SRA168404,,public,19C61FF38D1D0F0EDB141C20A6EBC687,A82097F1B0C6C94280D58548E2B107F1
SRR1313079,2014-06-12 16:16:14,2014-06-02 13:58:17,72012932,7201293200,72012932,100,4989,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313079/SRR1313079.sralite.1,SRX559730,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624274,SAMN02821013,simple,9606,Homo sapiens,GSM1401665,,,,,,,no,,,,,GEO,SRA168404,,public,A5B360822BD36E7B0C8E368C980CD0CB,2C070ED36E3E0F713267F3E2C775D978
SRR1313070,2014-06-12 16:16:14,2014-06-02 14:15:23,156169253,15616925300,156169253,100,9242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313070/SRR1313070.sralite.1,SRX559721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624265,SAMN02820996,simple,9606,Homo sapiens,GSM1401656,,,,,,,no,,,,,GEO,SRA168404,,public,91EB30AC5822193B69509BC411DD3F08,18527DF846D0592A1446A3885904388B
SRR1313071,2014-06-12 16:16:14,2014-06-02 13:50:30,85493460,8549346000,85493460,100,5714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313071/SRR1313071.sralite.1,SRX559722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624266,SAMN02820994,simple,9606,Homo sapiens,GSM1401657,,,,,,,no,,,,,GEO,SRA168404,,public,616FA553F39853A24CCB349C518FDD59,4F6DCB90EF834AC2B54F3417CC8843C8
SRR1313072,2014-06-12 16:16:14,2014-06-02 13:51:58,108951546,10895154600,108951546,100,7211,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313072/SRR1313072.sralite.1,SRX559723,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624267,SAMN02821015,simple,9606,Homo sapiens,GSM1401658,,,,,,,no,,,,,GEO,SRA168404,,public,1FF7C76BBBE49A76C8ABBB92BEEEE910,EDACF70262AEC92E80CAD98E0613FD7B
SRR1313073,2014-06-12 16:16:14,2014-06-02 14:36:52,135567944,13556794400,135567944,100,8114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313073/SRR1313073.sralite.1,SRX559724,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624268,SAMN02820987,simple,9606,Homo sapiens,GSM1401659,,,,,,,no,,,,,GEO,SRA168404,,public,0F48B4A75370181D930F8EB37B94C09D,CF097C070A111F31654EE06782D4F146
SRR1313074,2014-06-12 16:16:14,2014-06-02 14:24:10,127603180,12760318000,127603180,100,7621,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313074/SRR1313074.sralite.1,SRX559725,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624269,SAMN02820991,simple,9606,Homo sapiens,GSM1401660,,,,,,,no,,,,,GEO,SRA168404,,public,0A66AF10C95B174853345F8E649C9D24,AEE470EC3A3327E3FDE2636B9F25AC8E
SRR1313065,2014-06-12 16:16:14,2014-06-17 17:25:22,48306721,4830248992,48306721,99,2983,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313065/SRR1313065.sralite.1,SRX559716,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624260,SAMN02820984,simple,9606,Homo sapiens,GSM1401651,,,,,,,no,,,,,GEO,SRA168404,,public,3A4C29F98A547BD3DA539C756B54B903,E9CECA2BA4BCB726EC04C0BC363EAC13
SRR1313066,2014-06-12 16:16:14,2014-06-02 13:38:53,33235081,3323508100,33235081,100,1989,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313066/SRR1313066.sralite.1,SRX559717,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624261,SAMN02820983,simple,9606,Homo sapiens,GSM1401652,,,,,,,no,,,,,GEO,SRA168404,,public,24C4C8F6D8A0CC9703725864B40B1620,7C3D1ABC64F1767A573CFC3A08EAD971
SRR1313067,2014-06-12 16:16:14,2014-06-02 13:40:21,53818524,5381852400,53818524,100,3687,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313067/SRR1313067.sralite.1,SRX559718,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624262,SAMN02820989,simple,9606,Homo sapiens,GSM1401653,,,,,,,no,,,,,GEO,SRA168404,,public,7C8D2763276B62D75987D2F7424A1CAE,51C7D277C9E564A2EDF766B4746DACA4
SRR1313068,2014-06-12 16:16:14,2014-06-02 13:38:19,53522634,5352263400,53522634,100,3601,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313068/SRR1313068.sralite.1,SRX559719,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624263,SAMN02820986,simple,9606,Homo sapiens,GSM1401654,,,,,,,no,,,,,GEO,SRA168404,,public,793F27B6D2037531844AEB671DA0AD35,D74512A4E73EBC1E9D97856087C7C4EE
SRR1313069,2014-06-12 16:16:14,2014-06-02 14:24:47,157648179,15764817900,157648179,100,9369,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313069/SRR1313069.sralite.1,SRX559720,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624264,SAMN02820985,simple,9606,Homo sapiens,GSM1401655,,,,,,,no,,,,,GEO,SRA168404,,public,94BD81BC900D8CF2A862CD5738F42E02,24CC2627941D0AA4B9BE8395E2798733
SRR1313062,2014-06-12 16:16:14,2014-06-02 13:30:55,27960342,2796034200,27960342,100,1808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313062/SRR1313062.sralite.1,SRX559713,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624257,SAMN02820988,simple,9606,Homo sapiens,GSM1401648,,,,,,,no,,,,,GEO,SRA168404,,public,CF77A339CEADE6CDD951B86650CAC0E8,A60FA70C3E1414788258D3D6B0FD09DC
SRR1313063,2014-06-12 16:16:14,2014-06-02 13:32:42,31045901,3104590100,31045901,100,1964,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313063/SRR1313063.sralite.1,SRX559714,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624258,SAMN02820982,simple,9606,Homo sapiens,GSM1401649,,,,,,,no,,,,,GEO,SRA168404,,public,834C9B592C7FC7F5A241727D2AA6BF5B,92BD06866FA77FF888E0404D67F4243B
SRR1313064,2014-06-12 16:16:14,2014-06-02 13:34:46,45060440,4506044000,45060440,100,2954,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/313/SRR1313064/SRR1313064.sralite.1,SRX559715,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042620,PRJNA251383,2,251383,SRS624259,SAMN02820992,simple,9606,Homo sapiens,GSM1401650,,,,,,,no,,,,,GEO,SRA168404,,public,9D5E91FCFB6ED28E3DADBC96099D67AC,2B4302FD3AFA2C492216ADB8A9BE25BB
